date,Los Angeles,New York
2000-01-01,0.008375,0.00403233333333333
2000-01-02,,0.009485999999999979
2000-01-03,,0.005579833333333327
2000-01-04,0.0055,0.008717333333333311
2000-01-05,0.005,0.0137535
2000-01-06,0.004917,0.009069333333333332
2000-01-07,0.004292,0.008333166666666671
2000-01-08,0.005458,0.0076391666666666596
2000-01-09,0.005958,0.004569333333333336
2000-01-10,0.005167000000000001,0.005833333333333305
2000-01-11,0.00325,0.009937666666666662
2000-01-12,0.002792,0.009655666666666698
2000-01-13,0.005292,0.011990499999999925
2000-01-14,0.003625,0.019416666666666672
2000-01-15,0.0029579999999999997,
2000-01-16,0.0029170000000000003,0.016423500000000164
2000-01-17,0.000292,
2000-01-18,0.0055,
2000-01-19,0.002833,0.00738566666666669
2000-01-20,0.00325,0.00640966666666666
2000-01-21,0.004667,0.019178
2000-01-22,0.003667,0.015034833333333634
2000-01-23,0.002625,
2000-01-24,0.003375,0.003911999999999992
2000-01-25,0.003208,0.010868166666666752
2000-01-26,0.0115,0.013390833333333343
2000-01-27,0.0041670000000000006,0.017610999999999995
2000-01-28,0.005292,0.0180348333333333
2000-01-29,0.009208,0.012402666666666664
2000-01-30,0.008083,0.007742833333333333
2000-01-31,0.004125,0.005545166666666721
2000-02-01,0.0057079999999999995,0.010583333333333337
2000-02-02,0.006999999999999999,0.017738166666666676
2000-02-03,0.009292,
2000-02-04,0.005167000000000001,
2000-02-05,,
2000-02-06,0.014041999999999999,
2000-02-07,,
2000-02-08,,
2000-02-09,0.007833,0.006763833333333415
2000-02-10,0.007625,0.006191666666666648
2000-02-11,,0.010243166666666663
2000-02-12,0.019167,0.010923500000000013
2000-02-13,0.008042,0.00918766666666668
2000-02-14,0.003,0.007673666666666665
2000-02-15,0.003583,0.016215333333333373
2000-02-16,0.006625,0.009659666666666657
2000-02-17,,0.01574666666666667
2000-02-18,0.006833,0.01072583333333332
2000-02-19,0.015916999999999997,0.007520666666666666
2000-02-20,0.025792000000000002,0.019639000000000007
2000-02-21,0.014041999999999999,0.016520833333333523
2000-02-22,0.004875,0.009777666666666665
2000-02-23,,0.009525666666666656
2000-02-24,0.009917,0.005840166666666607
2000-02-25,,0.01148616666666669
2000-02-26,0.010208,0.012493333333333342
2000-02-27,0.008292,0.013548500000000201
2000-02-28,0.008333,0.01763883333333333
2000-02-29,0.010957999999999999,0.016138833333333328
2000-03-01,0.010375,0.007417666666666617
2000-03-02,0.009375,0.016875166666666656
2000-03-03,0.012542,0.02444433333333335
2000-03-04,0.016916999999999998,0.021410000000000113
2000-03-05,0.021875,0.023392833333333345
2000-03-06,0.012125,0.021844166666666727
2000-03-07,0.010458,0.00942499999999985
2000-03-08,0.010208,0.010483500000000015
2000-03-09,0.012958,0.012711833333333361
2000-03-10,0.010458,0.01595833333333346
2000-03-11,0.013291999999999998,0.016722333333333346
2000-03-12,0.015,0.015425000000000019
2000-03-13,0.011542,0.015435000000000006
2000-03-14,0.01625,0.015266333333333326
2000-03-15,,0.01715516666666665
2000-03-16,0.027792,0.010018666666666752
2000-03-17,0.015541999999999999,0.020128
2000-03-18,0.023125,0.017583166666666705
2000-03-19,0.025958,0.017048500000000015
2000-03-20,0.027000000000000003,0.017722166666666667
2000-03-21,0.021625,0.016840333333333353
2000-03-22,0.0145,0.010131999999999974
2000-03-23,0.016833,0.0073818333333333245
2000-03-24,0.011375,0.01713199999999999
2000-03-25,0.019916999999999997,0.01856933333333345
2000-03-26,0.022208000000000002,0.025967000000000035
2000-03-27,0.011625,0.025694499999999974
2000-03-28,,0.021824999999999862
2000-03-29,0.018708000000000002,0.015472199999999976
2000-03-30,0.015708,0.018630333333333356
2000-03-31,0.028832999999999998,0.017003999999999974
2000-04-01,0.031958,0.017631000000000036
2000-04-02,0.026125,0.023530000000000047
2000-04-03,0.017417,0.011031249999999899
2000-04-04,0.017375,0.018831374999999987
2000-04-05,0.012916999999999998,0.016355875000000034
2000-04-06,0.022333000000000002,0.02023774999999997
2000-04-07,0.018167,0.02583162500000005
2000-04-08,0.018375,0.03709887500000001
2000-04-09,0.020041999999999997,0.024862499999999788
2000-04-10,0.013125,0.019587375000000063
2000-04-11,0.017041999999999998,0.009592
2000-04-12,0.018417,0.02015612500000007
2000-04-13,0.014916999999999998,0.021243999999999943
2000-04-14,0.015916999999999997,0.02064357142857142
2000-04-15,0.017166999999999998,0.007726285714285677
2000-04-16,0.021041999999999998,0.013673125000000017
2000-04-17,0.008333,0.020145125000000003
2000-04-18,0.02225,0.022048375000000228
2000-04-19,,0.017151124999999986
2000-04-20,0.018542,0.018015625000000014
2000-04-21,0.027875,0.02534387500000016
2000-04-22,0.025875,0.016718750000000043
2000-04-23,0.020666999999999998,0.014979125000000018
2000-04-24,0.01625,0.02690787500000042
2000-04-25,0.016666999999999998,0.02459012500000001
2000-04-26,0.025125,0.017138249999999983
2000-04-27,0.024056,0.00814575000000006
2000-04-28,0.021167,0.011527875000000035
2000-04-29,0.022542,0.02028987500000003
2000-04-30,0.026167000000000003,0.031354249999999376
2000-05-01,0.021208,0.02262762499999997
2000-05-02,0.022083000000000002,0.026017999999999975
2000-05-03,0.026792000000000003,0.03286514285714275
2000-05-04,0.043332999999999997,0.029494142857142917
2000-05-05,0.02975,0.020821428571428564
2000-05-06,0.030417000000000003,0.04045242857142811
