,0
0,0.9934283060224653
1,-0.2565286023423693
2,1.335377076201385
3,3.1060597128160508
4,-0.38830674944667193
5,-0.36827391389836106
6,3.278425631014783
7,1.6748694583058175
8,-0.7789487718699042
9,1.2651200871719293
10,-0.7268353856249246
11,-0.7114595071405138
12,0.7239245431320682
13,-3.566560489315596
14,-3.1698356650260653
15,-0.8245750584819453
16,-1.7056622406688475
17,0.9684946651905477
18,-1.4560481510424217
19,-2.444607402670583
20,3.331297537843108
21,-0.03155260097307133
22,0.5750564093758477
23,-2.3894963724269136
24,-0.6087654490503653
25,0.7218451794197321
26,-1.7819871548446056
27,1.291396036691344
28,-0.6412773798376099
29,-0.0033874995865535995
30,-0.6034132244587939
31,4.324556369017875
32,0.6130055505241322
33,-1.4554218579118006
34,2.325089824206378
35,-1.7416872999420443
36,1.1377271900095107
37,-3.1793402477595514
38,-1.896372097796861
39,1.173722471738247
40,2.276933159990821
41,1.162736562379941
42,0.6087034352235189
43,0.2577926088214224
44,-2.077043980734855
45,-0.5396884167894173
46,-0.0012775419195749649
47,3.0542444524378314
48,1.6472365791369228
49,-2.546080310725468
50,1.64816793878959
51,0.24983543916736695
52,-0.3138440006119174
53,2.283352577681736
54,3.141999044991902
55,2.9625602382323972
56,-0.558435046445277
57,0.521575248297571
58,1.8225268628071278
59,3.131090254244718
60,0.24165152430942005
61,0.8486820466723657
62,-0.9726699480120564
63,-1.1324132481613416
64,2.9050516447883963
65,4.012480057141646
66,1.1759797568393324
67,3.347065795784048
68,2.0832720500952684
69,0.08976049078975157
70,2.122791211016828
71,4.496073132931938
72,1.368347921780097
73,4.589287311628013
74,-3.7594902081794888
75,3.143805008750448
76,1.6940941364763424
77,0.9419852990682652
78,1.7435215530710046
79,-2.3951378292017855
80,1.1606562243249763
81,2.334225143023493
82,4.595788089483032
83,0.6234595634527054
84,0.06301279421362471
85,0.6964859128309269
86,3.550804235404148
87,2.397502219319369
88,0.7004795924659224
89,2.806534866226712
90,1.9941550986960808
91,3.7572899810657785
92,0.43589381224529533
93,1.2046757068044638
94,1.0957836937356848
95,-1.027029896264237
96,2.512240554129152
97,2.4621105443597786
98,1.9702269132849217
99,1.5108257332497061
100,-0.8307414841008285
101,1.178709354469282
102,1.354570966946461
103,0.45544546155676224
104,1.7574285766679818
105,2.908101713629077
106,5.89237180242106
107,2.489155625663678
108,2.6751007814455288
109,2.0311081684676657
110,-1.6375424305980828
111,2.1669722491015664
112,2.360460419882053
113,7.186484224970572
114,1.8952780704377552
115,2.9030946846672254
116,2.2505764605895133
117,0.0026439247609357786
118,4.6456456290300405
119,3.883866065373548
120,3.9820638940860937
121,0.6012250904105221
122,5.245588621872198
123,-0.3437021255845618
124,3.6537141876005403
125,6.880911251619957
126,0.5389273497386233
127,1.4074045407944562
128,2.7593027301752824
129,1.5730486917676016
130,-0.5013268621322653
131,2.7571259496120546
132,0.5153925725477904
133,3.607184861270363
134,0.8411515315323939
135,5.799868810035079
136,1.153493415327526
137,2.095876967588649
138,4.3870344347393395
139,0.3182713671320898
140,3.2549198692082593
141,5.434285508564856
142,-0.37496646912245524
143,3.2292677170646082
144,3.399765588496847
145,4.46364574355462
146,0.44609857824383603
147,0.29908677383144733
148,4.0038831312337955
149,3.573969346466372
150,3.500985700691753
151,3.7128964189939513
152,1.6799505568430184
153,3.5245073943220073
154,3.6661449465973623
155,1.6712971639472645
156,6.851549022289513
157,4.087665841823576
158,0.7773930055947029
159,4.49310721726766
160,1.2506366595453573
161,4.794169207484904
162,5.557191158014808
163,1.6186353632965793
164,5.206752258488644
165,4.125561853872997
166,4.9641203199889805
167,7.133585965307894
168,2.8692237679942587
169,1.8725276712850207
170,1.6209711407489533
171,1.7883794300691234
172,3.2857965811717915
173,4.142303949633288
174,4.033381598660038
175,5.154366498072047
176,3.5460037837558143
177,6.447068154314634
178,3.0306863335240877
179,9.020338333179238
180,4.851334695530013
181,1.905684887167435
182,1.4982150038777755
183,4.6249448304863705
184,3.2330744293482985
185,5.128000988184184
186,4.66647524914709
187,3.5943421746862545
188,2.0664125638631905
189,0.750305550628271
190,2.906970095865958
191,5.532797588646945
192,4.268187488260407
193,1.3685224425760238
194,4.226361851702364
195,4.670634759457673
196,2.152285127597734
197,4.2474502118910555
198,4.076417436892
199,1.6940594043387538
200,4.715574720696567
201,5.141569052736469
202,6.206102486350554
203,6.167604104069806
204,1.324661264085818
205,2.224349920169754
206,5.15007053441732
207,5.1675719018244175
208,5.190095372612096
209,11.885462981309441
210,5.341781021386334
211,6.491131280361198
212,6.148003526986405
213,5.562782502611595
214,3.649461510719309
215,5.817938440986534
216,2.7743495709248567
217,3.866362786519982
218,3.3892729043417935
219,4.543748278772645
220,9.029317133347018
221,0.6854696148165038
222,5.812520380749027
223,1.2345682576206967
224,3.5361362684211333
225,6.677901193934732
