,0
0,-0.024684468284249306
1,-0.06042899191379547
2,-0.07008005678653717
3,-0.08421209454536438
4,-0.08511082828044891
5,-0.07848527282476425
6,-0.05943469703197479
7,-0.03747866675257683
8,-0.018771115690469742
9,-0.010868973098695278
10,-0.016086526215076447
11,-0.03180798143148422
12,-0.0508565790951252
13,-0.0623905323445797
14,-0.0600249208509922
15,-0.041530340909957886
16,-0.01135513000190258
17,0.020566709339618683
18,0.04139154031872749
19,0.045732878148555756
20,0.03031333163380623
21,0.000978629570454359
22,-0.03349566087126732
23,-0.06045594811439514
24,-0.07026002556085587
25,-0.057435113936662674
26,-0.02583434246480465
27,0.013586553744971752
28,0.04700207710266113
29,0.0647946149110794
30,0.0625375285744667
31,0.043294236063957214
32,0.016402283683419228
33,-0.00868307612836361
34,-0.022200439125299454
35,-0.019014179706573486
36,-0.000997860450297594
37,0.0244582612067461
38,0.047400809824466705
39,0.05967891588807106
40,0.0580279603600502
41,0.04462957754731178
42,0.02568778395652771
43,0.008433650247752666
44,0.0006667522829957306
45,0.00379370991140604
46,0.015396383590996265
47,0.03087756037712097
48,0.044830113649368286
49,0.052820902317762375
50,0.05311933532357216
51,0.047233179211616516
52,0.03875600919127464
53,0.03383124619722366
54,0.03618435561656952
55,0.04468270391225815
56,0.05306793749332428
57,0.0578421950340271
58,0.057674311101436615
59,0.049020376056432724
60,0.03422344848513603
61,0.020509276539087296
62,0.012781359255313873
63,0.013500703498721123
64,0.023185133934020996
65,0.04001108929514885
66,0.05735884606838226
67,0.06794419139623642
68,0.06772567331790924
69,0.05785612016916275
70,0.042570341378450394
71,0.027355600148439407
72,0.017501646652817726
73,0.01678466610610485
74,0.02479371801018715
75,0.03540591150522232
76,0.04417155310511589
77,0.04761357232928276
78,0.04265168309211731
79,0.029369229450821877
80,0.012974315322935581
81,-0.0005317047471180558
82,-0.0070977527648210526
83,-0.004956603050231934
84,0.004462278913706541
85,0.016493555158376694
86,0.025616860017180443
87,0.027368266135454178
88,0.020313121378421783
89,0.006744732614606619
90,-0.009938105009496212
91,-0.02323918603360653
92,-0.028521576896309853
93,-0.025199346244335175
94,-0.014624020084738731
95,-0.000571981247048825
96,0.009868930093944073
97,0.012043973430991173
98,0.004699494689702988
99,-0.012543116696178913
100,-0.03523457422852516
101,-0.05665375292301178
102,-0.07268556952476501
103,-0.0789647325873375
104,-0.07469288259744644
105,-0.06379126757383347
106,-0.04934060946106911
107,-0.03628777340054512
108,-0.025840619578957558
109,-0.019870702177286148
110,-0.018883295357227325
111,-0.02118823304772377
112,-0.02649580128490925
113,-0.03197770193219185
114,-0.03586309403181076
115,-0.038945522159338
116,-0.04338952153921127
117,-0.046110283583402634
118,-0.045839108526706696
119,-0.04216977208852768
120,-0.03375891596078873
121,-0.02056913822889328
122,-0.0066878898069262505
123,0.0023223108146339655
124,0.0040258439257740974
125,-0.005728359334170818
126,-0.022169888019561768
127,-0.038760848343372345
128,-0.05166365206241608
129,-0.05508954077959061
130,-0.047592632472515106
131,-0.030337324365973473
132,-0.006801035720854998
133,0.01618802174925804
134,0.031445834785699844
135,0.03407226875424385
136,0.02517528086900711
137,0.008545992895960808
138,-0.011185873299837112
139,-0.027710597962141037
140,-0.03673061355948448
141,-0.03477752208709717
142,-0.02336818538606167
143,-0.005443693604320288
144,0.01565445587038994
145,0.03502405434846878
146,0.05008649453520775
147,0.057772278785705566
148,0.05774252861738205
149,0.052237458527088165
150,0.04404455050826073
151,0.03461411967873573
152,0.026222383603453636
153,0.0206155925989151
154,0.01724052056670189
155,0.017409633845090866
156,0.022146379575133324
157,0.029724936932325363
158,0.03917655348777771
159,0.04843746870756149
160,0.05421198904514313
161,0.054765958338975906
162,0.04954364150762558
163,0.04058321937918663
164,0.029811818152666092
165,0.0217617005109787
166,0.019671833142638206
167,0.02393488399684429
168,0.03346851468086243
169,0.04375636205077171
170,0.04893183335661888
171,0.044495709240436554
172,0.031750671565532684
173,0.015118936076760292
174,-0.00033151410752907395
175,-0.010055319406092167
176,-0.013092048466205597
177,-0.009025157429277897
178,-2.317867438250687e-05
179,0.009538398124277592
180,0.015064384788274765
181,0.013974407687783241
182,0.007368811406195164
183,-0.0036717208568006754
184,-0.014121830463409424
185,-0.018824055790901184
186,-0.01702188327908516
187,-0.010512246750295162
188,-0.0011226802598685026
189,0.007460242602974176
190,0.010883084498345852
191,0.008329080417752266
192,-0.0007223674328997731
193,-0.015454147011041641
194,-0.029950739815831184
195,-0.04116206616163254
196,-0.04502590000629425
197,-0.03947624936699867
198,-0.028410740196704865
199,-0.013707184232771397
200,-0.0011106833117082715
201,0.004759874660521746
202,0.0018348874291405082
203,-0.00940434169024229
204,-0.026069993153214455
205,-0.04295257106423378
206,-0.056604739278554916
207,-0.06375891715288162
208,-0.06258007884025574
209,-0.05514097586274147
210,-0.04478943720459938
211,-0.03503873571753502
212,-0.027290333062410355
213,-0.02281554788351059
214,-0.020259207114577293
215,-0.01790442131459713
216,-0.015627063810825348
217,-0.013400662690401077
218,-0.011583290062844753
219,-0.012552750296890736
220,-0.01571190543472767
221,-0.020777078345417976
222,-0.025714430958032608
223,-0.026902588084340096
224,-0.02256164327263832
225,-0.012365139089524746
226,0.0011579371057450771
227,0.01321855653077364
228,0.020770279690623283
229,0.020047977566719055
230,0.00986378826200962
231,-0.0035769410897046328
232,-0.015069695189595222
233,-0.020540937781333923
234,-0.01736730895936489
235,-0.004317427985370159
236,0.014812230132520199
237,0.032587505877017975
238,0.04354572668671608
239,0.044267892837524414
240,0.03440290689468384
241,0.01928780972957611
242,0.005178398918360472
243,-0.0023862887173891068
244,-0.0015778912929818034
245,0.007261086720973253
246,0.02040790021419525
247,0.033180542290210724
248,0.04509151726961136
249,0.05280493572354317
250,0.05519711971282959
251,0.053137488663196564
252,0.048395298421382904
253,0.04416808858513832
254,0.04189639538526535
255,0.039847347885370255
256,0.038173068314790726
257,0.03563488647341728
258,0.03253738209605217
259,0.03047661855816841
260,0.02836405485868454
261,0.0286231879144907
262,0.03188297152519226
263,0.03631431609392166
264,0.04152803495526314
265,0.045318253338336945
266,0.04431105777621269
267,0.0393296480178833
268,0.029955634847283363
269,0.019483590498566628
270,0.010628816671669483
271,0.005145831033587456
272,0.00565841281786561
273,0.011017804965376854
274,0.020380128175020218
275,0.030055388808250427
276,0.03733456879854202
277,0.03980154171586037
278,0.03402595967054367
279,0.02116462029516697
