,Y
2013-01-01,-259.8640246377436
2013-01-02,651.8656979465762
2013-01-03,53.46756856676943
2013-01-04,-418.11148800243507
2013-01-05,459.2776469189249
2013-01-06,2572.0320235279505
2013-01-07,897.8365436386922
2013-01-08,-136.46943088846868
2013-01-09,793.7721220808533
2013-01-10,-1.7841504753507391
2013-01-11,-464.5740528800534
2013-01-12,562.6450930057385
2013-01-13,2650.0000581545364
2013-01-14,806.9784218954045
2013-01-15,-369.45508360974736
2013-01-16,894.7727740781694
2013-01-17,-196.31055409924565
2013-01-18,-614.9678427315674
2013-01-19,812.4667430043955
2013-01-20,3044.62880325597
2013-01-21,762.2607318835948
2013-01-22,-445.11579876838016
2013-01-23,984.9087658715827
2013-01-24,-201.1315803943048
2013-01-25,-879.6434436003715
2013-01-26,736.4678761766804
2013-01-27,3108.413652341999
2013-01-28,533.8553045809908
2013-01-29,-538.81770011339
2013-01-30,1191.9577557132425
2013-01-31,-349.7520690349376
2013-02-01,-1202.7469499706756
2013-02-02,861.0983294929632
2013-02-03,2767.1034099947997
2013-02-04,766.8043774223153
2013-02-05,-183.15537311877006
2013-02-06,1267.2690725375658
2013-02-07,-502.55209753764404
2013-02-08,-1355.3028662098898
2013-02-09,946.8491876094461
2013-02-10,3064.556433939405
2013-02-11,780.5299283867386
2013-02-12,72.83229592529032
2013-02-13,1206.5042200312987
2013-02-14,-370.5100046606941
2013-02-15,-1378.2488710651053
2013-02-16,774.5589334493798
2013-02-17,3170.436416407301
2013-02-18,1042.4057344728742
2013-02-19,279.2124126653672
2013-02-20,1376.2349074725987
2013-02-21,-195.77865702349345
2013-02-22,-1643.7285445921552
2013-02-23,941.633700457493
2013-02-24,3158.9127505309216
2013-02-25,1250.8468738436604
2013-02-26,281.85687480346826
2013-02-27,1470.682607898476
2013-02-28,46.850464007446206
2013-03-01,-1425.1047798776585
2013-03-02,564.6738712230211
2013-03-03,2764.6229104935246
2013-03-04,1461.0652175818848
2013-03-05,227.33755227551063
2013-03-06,1779.1356416011374
2013-03-07,267.1911731936391
2013-03-08,-1499.6428526044692
2013-03-09,692.5473848825718
2013-03-10,2291.772114118822
2013-03-11,1406.8113676997825
2013-03-12,-229.26715148440314
2013-03-13,1616.980964304725
2013-03-14,481.3736688868251
2013-03-15,-1513.8898827908524
2013-03-16,560.4899712936239
2013-03-17,1803.3038386819674
2013-03-18,1207.10344808936
2013-03-19,-341.26069305159456
2013-03-20,1355.455883604432
2013-03-21,553.3526013851472
2013-03-22,-1764.4615730879948
2013-03-23,259.4059512943543
2013-03-24,1606.866422005918
2013-03-25,1278.8332455420712
2013-03-26,-261.9397122456573
2013-03-27,1208.1691924299523
2013-03-28,851.5827334817902
2013-03-29,-1609.8869180494166
2013-03-30,348.29387751771117
2013-03-31,1380.6839232115306
