,distances1,distances2,times
0,16.243453636632417,16.243453636632417,0.0
1,-1.9508974698340875,-5.2842308031674206,0.08333333333333333
2,3.0516158106987756,-3.61505085596789,0.16666666666666666
3,1.770313778438295,-8.229686221561705,0.25
4,25.32074295991345,11.987409626580117,0.3333333333333333
5,-2.1820536354694937,-18.848720302136158,0.41666666666666663
6,42.4481176421648,22.4481176421648,0.5
7,21.554597657715636,-1.7787356756176962,0.5833333333333333
8,36.523724293904316,9.857057627237651,0.6666666666666666
9,35.0062962452259,5.006296245225899,0.75
10,56.287746037116406,22.954412703783074,0.8333333333333333
11,25.231926238356788,-11.434740428309874,0.9166666666666666
12,46.77582795986493,6.775827959864925,1.0
13,50.326123119982505,6.992789786649176,1.0833333333333333
14,69.6710277566877,23.00436109002104,1.1666666666666665
15,51.50108732685969,1.5010873268596914,1.25
16,64.9423845911623,11.609051257828975,1.3333333333333333
17,62.05474915411961,5.388082487452946,1.4166666666666665
18,75.42213746715593,15.422137467155927,1.5
19,84.99481880382488,21.661485470491556,1.5833333333333333
20,72.32714156120412,5.660474894537451,1.6666666666666665
21,98.94723709839614,28.94723709839614,1.75
22,100.68257387259462,27.349240539261288,1.8333333333333333
23,100.85827672235202,24.191610055685345,1.9166666666666665
24,109.00855949264411,29.008559492644117,2.0
