,heights,weights
0,3.3287387933988777,97.78517112972442
1,7.494690893167172,276.5040494115451
2,6.065956996103984,230.26225842743554
3,2.487410572163816,62.07485129389559
4,4.342799496062927,163.87044043562705
5,8.802873074194302,261.3880622655368
6,0.6466415132138517,17.565980283345958
7,4.642174742287645,134.11991532310907
8,8.031872517411069,260.92305460445857
9,3.7665191954697965,99.92623803783412
10,4.142227696755891,158.81862926993082
11,5.310582062126218,199.71723393521432
12,8.482779252248577,279.61726269538076
13,4.222196006630698,157.16641789316438
14,4.612036080707869,167.95307665315977
15,4.6312974487629655,158.88411684836774
16,9.91186016545091,400.8693607803713
17,9.873572177947572,324.5530607996685
18,7.508107795757754,263.14140011934984
19,6.272372798349712,209.97337220985096
20,6.9747371517924845,234.8212999469764
21,8.481464056301597,300.8365420728429
22,3.628332263195217,119.63173670709149
23,7.851658089564207,253.2973641324413
24,2.992238664501975,107.8340407065624
25,4.22449699509318,177.4156859971109
26,7.314210391600603,279.5665232054836
27,2.642638599548062,97.56846319439995
28,5.219862559622668,164.31026924182015
29,3.776490208280629,136.83789729980876
30,4.988761258938807,201.7227196465067
31,-0.09717821092144874,26.378494175923972
32,1.956933790980306,77.4848591734706
33,4.100245530804165,134.39966357399032
34,7.354924863517165,252.35355148727896
35,5.152728634419568,199.64665038814752
36,5.505691831793622,209.85786948455805
37,6.87644542220457,196.73309947371035
38,3.740927313981896,147.3978951091733
39,6.067254647614582,230.13612116724855
40,3.8892669638687685,113.94455811027508
41,2.0446610117587856,52.438607505965464
42,4.718200412489798,146.20791198420204
43,6.647611724810115,215.65984030528284
44,6.177178101999603,180.78249389013024
45,5.47633901104236,199.49916362528128
46,10.284730531875452,340.32258364645304
47,6.325824320617557,219.64425531933225
48,7.457472011874693,248.57230083938936
49,9.976286676995905,355.5494717297739
50,2.9118293536775024,76.64860147691383
51,3.422423579590093,125.91645965806491
52,8.987424450245861,324.30438115719744
53,3.903874529517875,157.32547316309135
54,5.55936646060666,243.77205335599953
55,7.638631938848697,215.04957360334893
56,7.281412782586342,262.85730574985035
57,9.009772363962218,297.61296169850914
58,8.491288274066939,249.06862276956386
59,7.6387853394114735,288.39825246206794
60,3.9545825715056173,171.71538710006922
61,7.0897253355864365,238.34969398304386
62,6.128543989013734,219.77194702103094
63,2.847469080119088,98.05949930008916
64,8.334598092953705,302.56587495570955
65,7.114473069157133,271.01995114358954
66,5.590980161262194,204.30773903651172
67,5.033815878031173,184.82780396759503
68,3.103397710598426,140.11233344273575
69,5.8990481471172656,202.35012959468884
70,6.436878238891288,248.36735264366882
71,3.837690031513442,113.76914054818249
72,7.824408098199059,314.03140710488464
73,3.3055939070339315,134.14142155551025
74,1.2537992999151166,33.78898714974258
75,7.579454181785401,212.4171926852474
76,4.693267923795785,164.25660940457374
77,5.247940829373969,154.1326938088202
78,3.8249665543498934,141.36469448173992
79,2.2880744785651945,116.36182731979369
80,8.010474749448438,284.3681110506076
81,4.122262032306157,139.8288557726024
82,8.82190497629588,317.32180927025223
83,7.114616372421457,256.1528279374979
84,4.87048370656508,111.39532701847162
85,3.328195197746267,122.51025352288217
86,4.035076026559086,156.73459483251042
87,3.0749537378096607,101.13983996602045
88,9.674226719176371,363.0619121246857
89,5.82888246045965,200.81902175151285
90,7.800411085093264,292.1893570402745
91,2.965295901979545,160.61298424583794
