DATE,DJIA
2010-01-04,100.0
2010-01-05,99.88718778226676
2010-01-06,99.9028718929399
2010-01-07,100.2163651412137
2010-01-08,100.32341392068756
2010-01-11,100.75614420311491
2010-01-12,100.40910963382326
2010-01-13,100.91468599654574
2010-01-14,101.19605516271793
2010-01-15,100.24272578505588
2010-01-19,101.33664526320962
2010-01-20,100.1813120986852
2010-01-21,98.16628180756541
2010-01-22,96.11695433467247
2010-01-25,96.34257877013897
2010-01-26,96.31829674337395
2010-01-27,96.71389536619564
2010-01-28,95.62073174879724
2010-01-29,95.11874572466262
2010-02-01,96.23552999066514
2010-02-02,97.28731023170913
2010-02-03,97.03882100839384
2010-02-04,94.5031916220394
2010-02-05,94.59814662942793
2010-02-08,93.61703936900744
2010-02-09,95.03664035011471
2010-02-10,94.84521861382696
2010-02-11,95.84493894534751
2010-02-12,95.41929485750136
2010-02-16,97.02238103696537
2010-02-17,97.4043741661911
2010-02-18,98.19481555107919
2010-02-19,98.28410160280274
2010-02-22,98.10486812119471
2010-02-23,97.15087736537176
2010-02-24,98.01775516914275
2010-02-25,97.51576914500812
2010-02-26,97.55573528244628
2010-03-01,98.29770709639872
2010-03-02,98.3183987845759
2010-03-03,98.23128583252394
2010-03-04,98.6789443648691
2010-03-05,99.83219891231639
2010-03-08,99.70294672315467
2010-03-09,99.81500308013258
2010-03-10,99.84287544548543
2010-03-11,100.26341747323309
2010-03-12,100.38482760705824
2010-03-15,100.54979421690938
2010-03-16,100.96391142823668
2010-03-17,101.41449892100877
2010-03-18,101.84439472560365
2010-03-19,101.49301395696885
2010-03-22,101.90788702905151
2010-03-23,102.88049085597453
2010-03-24,102.38275654858862
2010-03-25,102.43056474136334
2010-03-26,102.51701631525442
2010-03-29,102.9469121198493
2010-03-30,103.05613399899471
2010-03-31,102.57625690195353
2010-04-01,103.24179229702304
2010-04-05,103.68094739587073
2010-04-06,103.64731159225849
2010-04-07,102.96259623052242
2010-04-08,103.24179229702304
2010-04-09,103.9058159705819
2010-04-12,103.98725996696889
2010-04-13,104.11433905645904
2010-04-14,105.09402907796328
2010-04-15,105.29678872558097
2010-04-16,104.10715837928338
2010-04-19,104.80056613970574
2010-04-20,105.0368671083413
2010-04-21,105.11113042755265
2010-04-22,105.19966061852087
2010-04-23,105.86094429684165
2010-04-26,105.86803049142289
2010-04-27,103.8551732999747
2010-04-28,104.35857656302557
2010-04-29,105.51173662787843
2010-04-30,104.01220337189486
2010-05-03,105.36538308912733
2010-05-04,103.23895781919057
2010-05-05,102.68481740293805
2010-05-06,99.39871276913368
2010-05-07,98.07699575584186
2010-05-10,101.90080083447029
2010-05-11,101.5523490262624
2010-05-12,102.95683279226301
2010-05-13,101.88010914629308
2010-05-14,100.34202699178758
2010-05-17,100.39559862282171
2010-05-18,99.31018257816547
2010-05-19,98.6811174645407
2010-05-20,95.12517054108292
2010-05-21,96.30979330987645
2010-05-24,95.11156504748696
2010-05-25,94.89595576702861
2010-05-26,94.24119138772257
2010-05-27,96.92959912924842
2010-05-28,95.77351010396865
2010-06-01,94.70954160824493
2010-06-02,96.84031307752488
2010-06-03,96.89454608671993
2010-06-04,93.83982932664145
2010-06-07,92.7487443263202
2010-06-08,93.91550988476904
2010-06-09,93.53068227771081
2010-06-10,96.11270261792374
2010-06-11,96.47683853680475
2010-06-14,96.28617266127235
2010-06-15,98.30696639065152
2010-06-16,98.35127872743283
2010-06-17,98.58474521823591
2010-06-18,98.74035805123981
2010-06-21,98.66259887603506
2010-06-22,97.25584752776845
2010-06-23,97.30233296422134
2010-06-24,95.92628845914007
2010-06-25,95.84134860675967
2010-06-28,95.79136731431336
2010-06-29,93.25715516687517
2010-06-30,92.34747674783353
2010-07-01,91.95546846359966
2010-07-02,91.52037611631185
2010-07-06,92.0602496608075
2010-07-07,94.65530859904989
2010-07-08,95.79580799625094
2010-07-09,96.35363323368571
2010-07-12,96.52596948590131
2010-07-13,97.91250155896282
2010-07-14,97.9474601188969
2010-07-15,97.87744851643431
2010-07-16,95.40757901579371
2010-07-19,95.94168912202996
2010-07-20,96.65531615765744
2010-07-21,95.62139312695817
2010-07-22,97.527768434499
2010-07-23,98.4945143405682
2010-07-26,99.44699337488049
2010-07-27,99.56282903563508
2010-07-28,99.18669382726314
2010-07-29,98.8964432972158
2010-07-30,98.88491642069698
2010-08-02,100.85431161871361
2010-08-03,100.49527775993106
2010-08-04,100.91147358833557
2010-08-05,100.8599805743786
2010-08-06,100.65759885713854
2010-08-09,101.0845657013065
2010-08-10,100.56963556173682
2010-08-11,98.06187854073524
2010-08-12,97.50556502481115
2010-08-13,97.34683426619148
2010-08-16,97.33606325042801
2010-08-17,98.31717051084851
2010-08-18,98.40872414483806
2010-08-19,97.04505685962532
2010-08-20,96.50093159838096
2010-08-23,96.13046534567403
2010-08-24,94.86477651087118
2010-08-25,95.05005687852184
2010-08-26,94.34852361497965
2010-08-27,95.90597470134053
2010-08-30,94.57452598082382
2010-08-31,94.62167279543763
2010-09-01,97.02861688819686
2010-09-02,97.5069822637274
2010-09-03,98.71475326815296
2010-09-07,97.70152192563087
2010-09-08,98.1391653029679
2010-09-09,98.40588966700555
2010-09-10,98.85496543826697
2010-09-13,99.62367582643925
2010-09-14,99.45700852988864
2010-09-15,99.89389604647032
2010-09-16,100.1027025801307
2010-09-17,100.22571891806093
2010-09-20,101.60299169686962
2010-09-21,101.67300329933222
2010-09-22,101.46778710425966
2010-09-23,100.74131043579153
2010-09-24,102.6105540837267
2010-09-27,102.15495901345055
2010-09-28,102.5905237737104
2010-09-29,102.37453656287441
2010-09-30,101.92829526944547
2010-10-01,102.3216263100012
2010-10-04,101.58078828718176
2010-10-05,103.40855407616809
2010-10-06,103.62520266516503
2010-10-07,103.44502435761285
2010-10-08,103.99207857928413
2010-10-11,104.02854886072888
2010-10-12,104.12359835071183
2010-10-13,104.83864262525557
2010-10-14,104.8243757534987
2010-10-15,104.52401558584879
2010-10-18,105.28847425727234
2010-10-19,103.72885007123989
2010-10-20,104.95098243001675
2010-10-21,105.31568524446426
2010-10-22,105.18331512968682
2010-10-25,105.48084081950424
2010-10-26,105.53195590308353
2010-10-27,105.1239800603933
2010-10-28,105.0074830214778
2010-10-29,105.05037811934285
2010-11-01,105.10829594972016
2010-11-02,105.71392937992962
2010-11-03,105.9634579117835
2010-11-04,108.03933499370746
2010-11-05,108.12663691094828
2010-11-08,107.7747837293414
2010-11-09,107.2070378194929
2010-11-10,107.30426040914745
