a1504272600,8.29,8.3,8.29,8.3,32407
1,8.27,8.3,8.25,8.29,28467
2,8.28,8.28,8.28,8.28,1500
3,8.275,8.28,8.2701,8.28,5200
4,8.2875,8.2875,8.28,8.28,2900
5,8.28,8.2876,8.28,8.285,8400
6,8.26,8.27,8.26,8.27,7671
7,8.259,8.2599,8.255,8.2599,11700
8,8.2563,8.2563,8.2563,8.2563,7890
9,8.255,8.26,8.25,8.255,31140
10,8.26,8.275,8.26,8.26,25305
11,8.26,8.27,8.26,8.265,8385
12,8.26,8.26,8.245,8.2525,30456
13,8.27,8.28,8.25,8.26,18025
15,8.27,8.27,8.26,8.26,21510
16,8.27,8.27,8.255,8.27,7041
17,8.27,8.2746,8.2643,8.2643,8483
18,8.27,8.27,8.27,8.27,2700
19,8.27,8.27,8.27,8.27,3400
20,8.275,8.28,8.27,8.28,5665
21,8.27,8.275,8.27,8.27,500
22,8.27,8.27,8.27,8.27,2781
23,8.25,8.26,8.25,8.26,3108
24,8.25,8.2585,8.25,8.2585,4500
25,8.25,8.2586,8.235,8.25,56053
26,8.249,8.25,8.245,8.25,2700
27,8.25,8.25,8.245,8.25,700
28,8.2443,8.25,8.2443,8.245,18544
29,8.25,8.25,8.245,8.2459,6900
30,8.25,8.255,8.2401,8.25,10750
31,8.24,8.25,8.24,8.25,7300
32,8.24,8.245,8.24,8.245,2000
33,8.225,8.24,8.22,8.24,89199
34,8.22,8.2275,8.22,8.2275,1383
35,8.209,8.229,8.2,8.22,32940
36,8.21,8.215,8.205,8.205,23906
37,8.2085,8.22,8.2085,8.2107,28408
38,8.205,8.22,8.2,8.2,93214
39,8.205,8.21,8.2,8.2,5300
40,8.21,8.21,8.205,8.21,4000
41,8.225,8.225,8.21,8.215,20700
42,8.23,8.23,8.225,8.225,750
43,8.23,8.235,8.22,8.225,37910
44,8.23,8.23,8.225,8.23,4000
45,8.23,8.24,8.215,8.2259,41728
46,8.23,8.23,8.225,8.23,4118
47,8.22,8.2235,8.22,8.2235,200
48,8.23,8.23,8.22,8.225,1975
49,8.23,8.23,8.225,8.2254,500
50,8.23,8.23,8.22,8.22,12692
51,8.22,8.23,8.21,8.22,43844
52,8.22,8.22,8.21,8.2175,3800
53,8.23,8.23,8.215,8.22,20863
54,8.23,8.23,8.22,8.2251,15184
55,8.24,8.24,8.225,8.23,21070
56,8.25,8.25,8.23,8.235,24172
57,8.245,8.25,8.23,8.245,58170
58,8.245,8.25,8.241,8.25,5800
59,8.25,8.25,8.24,8.24,11190
60,8.25,8.25,8.2441,8.25,5800
61,8.25,8.25,8.25,8.25,1700
62,8.255,8.26,8.25,8.25,28437
63,8.255,8.26,8.25,8.26,3620
64,8.25,8.255,8.245,8.2534,38535
65,8.25,8.25,8.24,8.245,1086
66,8.2414,8.2414,8.2414,8.2414,198
67,8.26,8.26,8.249,8.249,43491
68,8.2575,8.2575,8.25,8.25,2977
69,8.255,8.26,8.25,8.25,600
70,8.25,8.255,8.25,8.2535,2200
71,8.255,8.26,8.251,8.255,775
72,8.25,8.255,8.25,8.25,12700
73,8.2511,8.2511,8.2511,8.2511,100
74,8.25,8.255,8.25,8.25,13900
75,8.255,8.255,8.25,8.25,307
76,8.256,8.256,8.25,8.25,1318
77,8.25,8.2567,8.25,8.255,9686
78,8.2538,8.2538,8.2538,8.2538,200
79,8.255,8.255,8.25,8.255,8378
80,8.25,8.255,8.25,8.25,1190
81,8.26,8.26,8.25,8.25,700
82,8.25,8.2553,8.25,8.25,2418
83,8.25,8.26,8.25,8.255,2082
84,8.2547,8.2547,8.25,8.251,1700
85,8.25,8.2522,8.25,8.2522,1700
86,8.25,8.255,8.25,8.255,1100
87,8.255,8.26,8.25,8.255,2910
88,8.255,8.255,8.25,8.255,8982
89,8.255,8.26,8.25,8.25,6500
90,8.26,8.26,8.255,8.26,600
91,8.25,8.26,8.25,8.26,4830
92,8.25,8.26,8.25,8.25,1700
93,8.25,8.26,8.25,8.26,2600
94,8.245,8.25,8.24,8.25,74514
95,8.245,8.25,8.24,8.245,2000
96,8.245,8.25,8.24,8.245,2300
97,8.245,8.25,8.24,8.25,2400
98,8.245,8.25,8.24,8.25,2700
99,8.245,8.25,8.24,8.245,3991
100,8.255,8.26,8.245,8.25,26337
101,8.255,8.26,8.25,8.25,2800
102,8.25,8.265,8.25,8.26,69528
103,8.245,8.26,8.24,8.26,27508
104,8.24,8.245,8.24,8.24,16094
105,8.2359,8.24,8.23,8.235,10150
106,8.235,8.24,8.23,8.235,1700
107,8.235,8.24,8.23,8.235,10439
108,8.235,8.24,8.23,8.235,25000
109,8.235,8.24,8.235,8.235,5927
110,8.255,8.26,8.235,8.235,46904
111,8.2548,8.255,8.25,8.25,4619
112,8.25,8.255,8.25,8.255,7804
113,8.255,8.26,8.25,8.26,12620
114,8.255,8.26,8.25,8.255,17308
115,8.255,8.26,8.255,8.26,1700
116,8.255,8.26,8.255,8.255,14100
117,8.255,8.26,8.25,8.255,1500
118,8.25,8.26,8.25,8.26,11600
119,8.25,8.26,8.25,8.25,1500
120,8.255,8.26,8.25,8.25,1726
121,8.245,8.255,8.245,8.255,35818
122,8.245,8.245,8.245,8.245,1400
123,8.245,8.25,8.245,8.245,1700
124,8.245,8.25,8.245,8.245,12500
125,8.245,8.245,8.24,8.245,38700
126,8.245,8.245,8.245,8.245,1100
127,8.245,8.25,8.245,8.245,3100
128,8.245,8.25,8.245,8.245,1000
129,8.245,8.25,8.24,8.245,3100
130,8.245,8.25,8.245,8.245,1400
131,8.24,8.245,8.24,8.245,1300
132,8.245,8.25,8.2434,8.245,1400
133,8.245,8.25,8.245,8.245,6600
134,8.245,8.25,8.24,8.245,2795
135,8.2498,8.25,8.24,8.245,3849
136,8.245,8.25,8.2404,8.245,1500
137,8.245,8.245,8.24,8.245,7352
138,8.24,8.25,8.24,8.245,2900
139,8.23,8.24,8.23,8.24,28601
140,8.23,8.24,8.23,8.23,19100
141,8.23,8.2372,8.23,8.23,6300
142,8.23,8.2386,8.23,8.23,2316
143,8.23,8.24,8.23,8.23,3600
144,8.235,8.24,8.23,8.23,13160
145,8.26,8.26,8.235,8.24,88320
146,8.26,8.26,8.255,8.255,500
